
# OSU MPI Allreduce Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)
8                      21.64
16                     18.74
32                     20.76
64                     18.45
128                    19.99
256                    18.65
512                    22.74
1024                   23.91
2048                   29.84
4096                   37.79
8192                   41.08
16384                  50.14
32768                  66.89
65536                  98.83
131072                167.85
262144                325.77
524288                617.20
1048576              1156.51
2097152              3878.60
4194304             14051.48
8388608             35183.08
16777216            66473.59
33554432           128817.85
67108864           248926.45
