
# OSU MPI Allreduce Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)
8                      21.88
16                     19.02
32                     20.82
64                     18.71
128                    20.07
256                    19.25
512                    23.31
1024                   25.04
2048                   30.78
4096                   38.23
8192                   42.90
16384                  51.41
32768                  66.85
65536                 101.32
131072                168.67
262144                323.95
524288                611.61
1048576              1155.80
2097152              3816.26
4194304             13969.74
8388608             35250.03
16777216            66550.61
33554432           129142.03
67108864           249103.33
